500 100
e1 e100 14.393137
e1 e101 73.217836
e1 e102 61.306851
e1 e103 51.222386
e1 e104 65.255638
e1 e105 39.117036
e1 e106 9.334640
e1 e107 36.311269
e1 e108 45.497453
e1 e109 79.372574
e1 e110 47.349823
e1 e111 78.987034
e1 e112 64.595742
e1 e113 16.091688
e1 e114 33.628552
e1 e115 60.556606
e1 e116 27.444606
e1 e117 35.933518
e1 e118 66.458834
e1 e119 41.608151
e1 e120 59.303695
e1 e121 67.209065
e1 e122 39.850454
e1 e123 32.549230
e1 e124 38.309899
e1 e125 73.567870
e1 e126 18.869994
e1 e127 46.511865
e1 e128 54.957096
e1 e129 67.301686
e1 e130 16.935588
e1 e131 33.745528
e1 e132 37.769938
e1 e133 43.792023
e1 e134 17.371338
e1 e135 27.513881
e1 e136 40.101391
e1 e137 68.081593
e1 e138 30.910641
e1 e139 38.400570
e1 e140 62.618233
e1 e141 47.911226
e1 e142 43.724115
e1 e143 23.200323
e1 e144 55.194837
e1 e145 19.165116
e1 e146 75.036156
e1 e147 59.546028
e1 e148 11.306089
e1 e149 33.472438
e1 e150 63.829682
e1 e151 50.369772
e1 e152 27.344482
e1 e153 45.358431
e1 e154 38.727463
e1 e155 3.045595
e1 e156 25.109720
e1 e157 45.192257
e1 e158 13.907501
e1 e159 24.357070
e1 e160 63.291900
e1 e161 23.600399
e1 e162 59.021314
e1 e163 65.541822
e1 e164 19.551313
e1 e165 12.995252
e1 e166 33.389989
e1 e167 64.646757
e1 e168 41.520885
e1 e169 49.962542
e1 e170 43.432806
e1 e171 76.971520
e1 e172 40.417268
e1 e173 39.196482
e1 e174 22.799935
e1 e175 48.437360
e1 e176 74.752573
e1 e177 46.820063
e1 e178 38.012824
e1 e179 41.550995
e1 e180 35.092256
e1 e181 10.241106
e1 e182 30.858270
e1 e183 18.847250
e1 e184 38.864172
e1 e185 21.306001
e1 e186 48.277474
e1 e187 48.409826
e1 e188 28.709103
e1 e189 69.168597
e1 e190 24.568085
e1 e191 70.793392
e1 e192 79.249772
e1 e193 12.160573
e1 e194 52.361479
e1 e195 18.736067
e1 e196 37.848661
e1 e197 24.060618
e1 e198 48.338879
e1 e199 25.309429
e1 e200 28.376653
e1 e201 64.526873
e1 e202 44.259824
e1 e203 45.963756
e1 e204 43.141210
e1 e205 56.919724
e1 e206 38.995447
e1 e207 12.369322
e1 e208 15.296817
e1 e209 73.034227
e1 e210 31.061808
e1 e211 50.826605
e1 e212 69.591482
e1 e213 49.516279
e1 e214 22.969611
e1 e215 48.236451
e1 e216 66.135048
e1 e217 26.094277
e1 e218 75.674799
e1 e219 35.138194
e1 e220 32.609719
e1 e221 12.395266
e1 e222 3.761114
e1 e223 78.154355
e1 e224 18.649692
e1 e225 29.943737
e1 e226 14.600380
e1 e227 52.243196
e1 e228 28.378894
e1 e229 69.690019
e1 e230 29.239173
e1 e231 20.143241
e1 e232 7.306626
e1 e233 52.171821
e1 e234 72.173818
e1 e235 65.598105
e1 e236 15.525330
e1 e237 62.722594
e1 e238 26.231669
e1 e239 46.403060
e1 e240 32.697882
e1 e241 28.064787
e1 e242 40.632334
e1 e243 66.582987
e1 e244 20.844885
e1 e245 76.332821
e1 e246 63.420129
e1 e247 27.608610
e1 e248 65.253811
e1 e249 63.540588
e1 e250 55.429637
e1 e251 10.585760
e1 e252 31.421210
e1 e253 41.277995
e1 e254 21.115062
e1 e255 38.926580
e1 e256 56.140913
e1 e257 46.699560
e1 e258 38.831732
e1 e259 61.117919
e1 e260 8.683690
e1 e261 55.376717
e1 e262 63.262725
e1 e263 50.395670
e1 e264 49.587700
e1 e265 44.976143
e1 e266 32.094212
e1 e267 49.135870
e1 e268 32.068322
e1 e269 49.173110
e1 e270 56.715077
e1 e271 6.975247
e1 e272 44.689447
e1 e273 21.294284
e1 e274 18.551449
e1 e275 83.522556
e1 e276 47.866601
e1 e277 3.271742
e1 e278 37.817734
e1 e279 23.989457
e1 e280 50.274101
e1 e281 34.368244
e1 e282 35.574842
e1 e283 66.565293
e1 e284 11.674516
e1 e285 30.416916
e1 e286 66.074390
e1 e287 68.105104
e1 e288 56.030617
e1 e289 45.824471
e1 e290 8.971350
e1 e291 20.763798
e1 e292 82.560440
e1 e293 69.651665
e1 e294 29.659887
e1 e295 77.137123
e1 e296 70.462165
e1 e297 17.337067
e1 e298 56.321740
e1 e299 48.548796
e1 e300 60.613552
e1 e301 53.509556
e1 e302 77.342490
e1 e303 43.393857
e1 e304 37.384466
e1 e305 73.084937
e1 e306 15.133565
e1 e307 50.729028
e1 e308 33.011780
e1 e309 54.248838
e1 e310 54.186690
e1 e311 75.555714
e1 e312 44.241070
e1 e313 12.104200
e1 e314 51.009227
e1 e315 40.108896
e1 e316 47.036710
e1 e317 6.219139
e1 e318 48.430692
e1 e319 10.257185
e1 e320 53.037971
e1 e321 85.769559
e1 e322 48.649075
e1 e323 66.934574
e1 e324 45.052999
e1 e325 38.811366
e1 e326 43.526330
e1 e327 68.283311
e1 e328 40.810778
e1 e329 39.951360
e1 e330 50.942693
e1 e331 32.637546
e1 e332 68.182217
e1 e333 23.588119
e1 e334 72.846311
e1 e335 38.168009
e1 e336 64.842596
e1 e337 34.265710
e1 e338 52.710164
e1 e339 48.667007
e1 e340 55.161433
e1 e341 73.971452
e1 e342 37.723630
e1 e343 54.063491
e1 e344 1.214605
e1 e345 12.105388
e1 e346 35.613864
e1 e347 30.498873
e1 e348 48.168993
e1 e349 56.461394
e1 e350 50.549046
e1 e351 36.242624
e1 e352 29.746450
e1 e353 40.410917
e1 e354 50.760906
e1 e355 40.911025
e1 e356 30.042504
e1 e357 20.719160
e1 e358 31.812640
e1 e359 30.585696
e1 e360 31.665245
e1 e361 22.491861
e1 e362 57.206261
e1 e363 60.306469
e1 e364 47.297115
e1 e365 29.043337
e1 e366 34.642252
e1 e367 21.525552
e1 e368 6.879969
e1 e369 45.688472
e1 e370 27.952546
e1 e371 32.642750
e1 e372 5.864982
e1 e373 31.593222
e1 e374 14.563115
e1 e375 22.640117
e1 e376 63.483492
e1 e377 45.876924
e1 e378 2.110359
e1 e379 66.150683
e1 e380 28.501716
e1 e381 33.918599
e1 e382 66.954760
e1 e383 13.413579
e1 e384 66.828396
e1 e385 79.757567
e1 e386 54.855152
e1 e387 55.221815
e1 e388 61.210332
e1 e389 31.080349
e1 e390 32.360334
e1 e391 56.326799
e1 e392 43.468570
e1 e393 36.814280
e1 e394 21.104283
e1 e395 77.936237
e1 e396 58.284886
e1 e397 41.442260
e1 e398 38.819844
e1 e399 57.907163
e1 e400 34.977875
e1 e401 47.195847
e1 e402 43.035770
e1 e403 36.153065
e1 e404 47.067362
e1 e405 45.892740
e1 e406 46.596586
e1 e407 54.779066
e1 e408 63.334219
e1 e409 51.117885
e1 e410 43.484682
e1 e411 51.498253
e1 e412 20.431565
e1 e413 71.637184
e1 e414 65.670539
e1 e415 27.030945
e1 e416 16.665126
e1 e417 58.245089
e1 e418 47.323602
e1 e419 42.124967
e1 e420 52.046277
e1 e421 70.737228
e1 e422 42.365543
e1 e423 68.300381
e1 e424 21.357534
e1 e425 3.392512
e1 e426 39.886920
e1 e427 36.841271
e1 e428 66.055555
e1 e429 48.401515
e1 e430 26.207915
e1 e431 47.360328
e1 e432 44.206651
e1 e433 50.920393
e1 e434 30.161489
e1 e435 66.321709
e1 e436 33.678750
e1 e437 62.691933
e1 e438 44.129085
e1 e439 72.713431
e1 e440 61.967402
e1 e441 44.312782
e1 e442 46.998499
e1 e443 44.275321
e1 e444 40.450003
e1 e445 62.737606
e1 e446 37.687185
e1 e447 23.707926
e1 e448 66.763370
e1 e449 17.926922
e1 e450 30.168905
e1 e451 16.073914
e1 e452 54.075446
e1 e453 50.113247
e1 e454 55.391092
e1 e455 71.871030
e1 e456 67.859363
e1 e457 27.084233
e1 e458 35.846758
e1 e459 36.234347
e1 e460 46.098665
e1 e461 5.876465
e1 e462 17.570733
e1 e463 32.651716
e1 e464 74.139390
e1 e465 74.395364
e1 e466 23.055941
e1 e467 56.817690
e1 e468 28.603763
e1 e469 46.541458
e1 e470 48.843219
e1 e471 67.497724
e1 e472 19.677538
e1 e473 68.831621
e1 e474 28.511425
e1 e475 39.325700
e1 e476 10.705445
e1 e477 44.651323
e1 e478 57.334967
e1 e479 67.243511
e1 e480 5.424914
e1 e481 26.082202
e1 e482 57.898212
e1 e483 19.045447
e1 e484 45.013468
e1 e485 51.421634
e1 e486 42.542703
e1 e487 37.541621
e1 e488 37.612506
e1 e489 33.820440
e1 e490 49.896064
e1 e491 57.108943
e1 e492 66.027236
e1 e493 45.432951
e1 e494 69.531785
e1 e495 50.366915
e1 e496 32.599520
e1 e497 32.387543
e1 e498 29.077916
e1 e499 42.680493
e1 e500 36.992584
e2 e3 75.902244
e2 e4 99.827163
e2 e5 91.305927
e2 e6 68.003991
e2 e7 42.667179
e2 e8 8.915096
e2 e9 16.068399
e2 e10 70.085441
e2 e11 67.637503
e2 e12 19.651036
e2 e13 50.759043
e2 e14 41.105320
e2 e15 68.425527
e2 e16 73.909702
e2 e17 8.694817
e2 e18 60.617167
e2 e19 70.604940
e2 e20 48.982437
e2 e21 75.407914
e2 e22 37.519804
e2 e23 46.490151
e2 e24 67.626892
e2 e25 24.249545
e2 e26 45.876543
e2 e27 57.535277
e2 e28 31.636929
e2 e29 78.322794
e2 e30 7.068719
e2 e31 53.320967
e2 e32 54.145997
e2 e33 74.267732
e2 e34 13.945365
e2 e35 98.248398
e2 e36 69.711781
e2 e37 78.651797
e2 e38 76.031833
e2 e39 73.143210
e2 e40 63.065675
e2 e41 81.212133
e2 e42 75.110772
e2 e43 77.181800
e2 e44 5.329810
e2 e45 92.718100
e2 e46 77.118664
e2 e47 72.667558
e2 e48 10.643006
e2 e49 38.182648
e2 e50 14.936111
e2 e51 65.724965
e2 e52 47.234604
e2 e53 37.540547
e2 e54 88.351713
e2 e55 63.206055
e2 e56 27.883200
e2 e57 10.519210
e2 e58 67.124679
e2 e59 42.882996
e2 e60 38.298698
e2 e61 74.054423
e2 e62 3.320538
e2 e63 21.658018
e2 e64 59.774401
e2 e65 39.660322
e2 e66 62.269734
e2 e67 44.608397
e2 e68 45.236538
e2 e69 55.169962
e2 e70 56.818719
e2 e71 14.763874
e2 e72 31.882699
e2 e73 16.706952
e2 e74 24.524130
e2 e75 17.631874
e2 e76 72.466247
e2 e77 24.523317
e2 e78 78.199739
e2 e79 24.035755
e2 e80 24.304364
e2 e81 57.177178
e2 e82 37.811795
e2 e83 77.423060
e2 e84 13.127175
e2 e85 77.904789
e2 e86 80.065033
e2 e87 34.744109
e2 e88 18.460743
e2 e89 71.157635
e2 e90 7.431991
e2 e91 37.626399
e2 e92 71.981415
e2 e93 90.277722
e2 e94 74.279897
e2 e95 10.140927
e2 e96 69.108576
e2 e97 40.582568
e2 e98 18.597382
e2 e99 81.113617
e2 e100 68.414321
e2 e101 40.424962
e2 e102 29.494680
e2 e103 63.879381
e2 e104 8.947080
e2 e105 92.233923
e2 e106 65.400904
e2 e107 62.241228
e2 e108 75.220572
e2 e109 24.229964
e2 e110 29.441580
e2 e111 68.467564
e2 e112 7.792564
e2 e113 47.025602
e2 e114 28.530150
e2 e115 15.784441
e2 e116 69.036883
e2 e117 66.984714
e2 e118 9.607697
e2 e119 39.761421
e2 e120 23.062533
e2 e121 67.701727
e2 e122 92.471532
e2 e123 81.065912
e2 e124 32.300936
e2 e125 18.723231
e2 e126 43.368137
e2 e127 75.886372
e2 e128 14.165197
e2 e129 44.697208
e2 e130 61.023259
e2 e131 76.571335
e2 e132 56.143237
e2 e133 29.335945
e2 e134 74.345683
e2 e135 40.803740
e2 e136 30.465197
e2 e137 27.200028
e2 e138 27.888189
e2 e139 76.699979
e2 e140 45.717924
e2 e141 96.850917
e2 e142 37.421331
e2 e143 80.184218
e2 e144 104.986722
e2 e145 68.973694
e2 e146 21.649766
e2 e147 65.603118
e2 e148 46.855704
e2 e149 62.706080
e2 e150 27.701913
e2 e151 101.577271
e2 e152 81.197024
e2 e153 48.072369
e2 e154 82.601098
e2 e155 57.652336
e2 e156 66.264296
e2 e157 96.296211
e2 e158 45.040025
e2 e159 75.575695
e2 e160 6.303650
e2 e161 59.845292
e2 e162 21.547290
e2 e163 30.287183
e2 e164 69.380848
e2 e165 58.066766
e2 e166 71.357255
e2 e167 16.721017
e2 e168 19.456094
e2 e169 44.881159
e2 e170 13.947431
e2 e171 20.167494
e2 e172 16.620665
e2 e173 63.081986
e2 e174 44.676787
e2 e175 69.753608
e2 e176 19.683484
e2 e177 15.751562
e2 e178 38.581370
e2 e179 17.286151
e2 e180 69.636606
e2 e181 51.133793
e2 e182 52.991586
e2 e183 52.849758
e2 e184 46.461811
e2 e185 77.884906
e2 e186 64.640988
e2 e187 26.915401
e2 e188 63.959203
e2 e189 57.825718
e2 e190 80.660081
e2 e191 15.434194
e2 e192 23.347127
e2 e193 65.215953
e2 e194 42.279490
e2 e195 56.793075
e2 e196 89.172289
e2 e197 81.051539
e2 e198 58.430812
e2 e199 79.742190
e2 e200 48.072732
e2 e201 15.585719
e2 e202 54.981890
e2 e203 70.359773
e2 e204 21.663476
e2 e205 26.776914
e2 e206 79.941396
e2 e207 67.708881
e2 e208 49.165110
e2 e209 63.694809
e2 e210 42.172025
e2 e211 26.696831
e2 e212 41.670788
e2 e213 20.247447
e2 e214 42.864682
e2 e215 97.559942
e2 e216 62.793205
e2 e217 38.200638
e2 e218 19.078661
e2 e219 70.492349
e2 e220 69.463031
e2 e221 60.241464
e2 e222 54.470918
e2 e223 54.251814
e2 e224 57.133308
e2 e225 41.855951
e2 e226 50.928221
e2 e227 8.344252
e2 e228 45.075570
e2 e229 48.598600
e2 e230 42.271571
e2 e231 73.563056
e2 e232 55.504498
e2 e233 33.227574
e2 e234 67.761528
e2 e235 8.710851
e2 e236 53.550969
e2 e237 60.024320
e2 e238 40.815797
e2 e239 75.948594
e2 e240 63.299933
e2 e241 76.174989
e2 e242 87.169157
e2 e243 12.534063
e2 e244 74.419298
e2 e245 64.449881
e2 e246 47.846076
e2 e247 29.404519
e2 e248 12.035455
e2 e249 23.251238
e2 e250 18.418742
e2 e251 54.771336
e2 e252 83.108759
e2 e253 66.049235
e2 e254 52.236857
e2 e255 53.192939
e2 e256 27.552159
e2 e257 34.423514
e2 e258 75.536337
e2 e259 5.839560
e2 e260 51.468014
e2 e261 39.191132
e2 e262 9.883840
e2 e263 14.741924
e2 e264 92.220455
e2 e265 44.065153
e2 e266 38.502944
e2 e267 70.256866
e2 e268 29.771069
e2 e269 71.532877
e2 e270 37.014245
e2 e271 50.516222
e2 e272 64.160751
e2 e273 70.440468
e2 e274 73.137346
e2 e275 32.674988
e2 e276 88.354403
e2 e277 59.193675
e2 e278 77.474233
e2 e279 64.542824
e2 e280 16.417002
e2 e281 25.789583
e2 e282 78.313421
e2 e283 24.591212
e2 e284 46.073340
e2 e285 35.276988
e2 e286 51.772218
e2 e287 22.064849
e2 e288 41.741232
e2 e289 79.935633
e2 e290 48.063594
e2 e291 56.188495
e2 e292 70.978824
e2 e293 36.748513
e2 e294 35.648407
e2 e295 54.796637
e2 e296 45.207153
e2 e297 70.237196
e2 e298 38.655470
e2 e299 12.609604
e2 e300 6.238918
e2 e301 72.188899
e2 e302 28.463082
e2 e303 15.905031
e2 e304 89.953852
e2 e305 23.070550
e2 e306 71.446879
e2 e307 6.263636
e2 e308 89.093589
e2 e309 52.848840
e2 e310 41.424528
e2 e311 58.571058
e2 e312 37.518564
e2 e313 61.471083
e2 e314 81.092033
e2 e315 62.076808
e2 e316 53.955222
e2 e317 54.220100
e2 e318 81.420471
e2 e319 54.183452
e2 e320 43.584385
e2 e321 70.423132
e2 e322 88.970309
e2 e323 39.310663
e2 e324 13.393749
e2 e325 21.381872
e2 e326 94.660001
e2 e327 24.371289
e2 e328 34.211812
e2 e329 21.992955
e2 e330 10.690401
e2 e331 80.299011
e2 e332 55.431888
e2 e333 70.940515
e2 e334 68.971796
e2 e335 84.438589
e2 e336 9.364608
e2 e337 68.442094
e2 e338 83.628145
e2 e339 63.779750
e2 e340 84.926551
e2 e341 27.955581
e2 e342 78.377768
e2 e343 28.437661
e2 e344 57.900656
e2 e345 63.400746
e2 e346 27.643849
e2 e347 53.044464
e2 e348 40.712622
e2 e349 51.296631
e2 e350 34.015620
e2 e351 77.999948
e2 e352 76.321270
e2 e353 46.477625
e2 e354 98.162553
e2 e355 60.640453
e2 e356 78.005748
e2 e357 40.670036
e2 e358 81.615885
e2 e359 54.998183
e2 e360 78.194554
e2 e361 68.784520
e2 e362 24.057168
e2 e363 19.959077
e2 e364 87.261699
e2 e365 71.616931
e2 e366 33.386095
e2 e367 77.954973
e2 e368 60.580365
e2 e369 36.976353
e2 e370 84.068556
e2 e371 78.547600
e2 e372 51.967392
e2 e373 38.072923
e2 e374 42.428672
e2 e375 79.097318
e2 e376 50.869443
e2 e377 69.861335
e2 e378 58.001879
e2 e379 66.418111
e2 e380 84.366577
e2 e381 54.362236
e2 e382 32.884160
e2 e383 64.640665
e2 e384 33.235602
e2 e385 69.157260
e2 e386 70.206120
e2 e387 53.665900
e2 e388 4.259087
e2 e389 65.525324
e2 e390 60.956697
e2 e391 86.185651
e2 e392 96.047982
e2 e393 79.332654
e2 e394 36.263249
e2 e395 24.657635
e2 e396 27.692370
e2 e397 35.868530
e2 e398 20.725432
e2 e399 31.522545
e2 e400 45.414377
e2 e401 11.455305
e2 e402 83.224515
e2 e403 21.525995
e2 e404 14.293847
e2 e405 90.047484
e2 e406 70.371765
e2 e407 42.368528
e2 e408 26.479297
e2 e409 56.673483
e2 e410 88.109163
e2 e411 8.677489
e2 e412 76.549395
e2 e413 18.715856
e2 e414 10.895603
e2 e415 83.803541
e2 e416 73.638189
e2 e417 12.621432
e2 e418 95.677577
e2 e419 95.501593
e2 e420 39.025282
e2 e421 63.293700
e2 e422 79.252863
e2 e423 66.695613
e2 e424 68.181876
e2 e425 55.444292
e2 e426 83.512378
e2 e427 43.658379
e2 e428 67.679948
e2 e429 16.710932
e2 e430 40.988636
e2 e431 92.512174
e2 e432 16.238072
e2 e433 76.545606
e2 e434 74.426826
e2 e435 14.940046
e2 e436 23.514247
e2 e437 8.290010
e2 e438 35.854635
e2 e439 26.411252
e2 e440 45.005879
e2 e441 69.009561
e2 e442 51.873399
e2 e443 39.210563
e2 e444 34.363465
e2 e445 42.366093
e2 e446 56.253523
e2 e447 76.865533
e2 e448 30.571481
e2 e449 40.547388
e2 e450 67.966923
e2 e451 47.482167
e2 e452 18.589485
e2 e453 95.969242
e2 e454 33.527225
e2 e455 54.394324
e2 e456 23.018892
e2 e457 32.413866
e2 e458 49.660745
e2 e459 65.468010
e2 e460 63.121253
e2 e461 62.061946
e2 e462 54.722046
e2 e463 35.963780
e2 e464 21.713938
e2 e465 59.989023
e2 e466 78.883419
e2 e467 68.553745
e2 e468 70.652433
e2 e469 49.781611
e2 e470 63.554594
e2 e471 28.711476
e2 e472 68.576208
e2 e473 55.423831
e2 e474 38.121174
e2 e475 20.767318
e2 e476 65.994382
e2 e477 81.432269
e2 e478 63.199705
e2 e479 10.436741
e2 e480 54.203866
e2 e481 45.469859
e2 e482 53.987619
e2 e483 75.993895
e2 e484 31.475573
e2 e485 52.976074
e2 e486 72.618657
e2 e487 80.819620
e2 e488 65.047381
e2 e489 62.314562
e2 e490 20.495399
e2 e491 72.056145
e2 e492 20.151812
e2 e493 73.387218
e2 e494 19.932716
e2 e495 76.591186
e2 e496 24.833790
e2 e497 69.208634
e2 e498 80.825415
e2 e499 16.964564
e2 e500 78.017127
e3 e4 24.815492
e3 e5 21.926507
e3 e6 61.498551
e3 e7 33.367404
e3 e8 75.760045
e3 e9 59.881998
e3 e10 22.594480
e3 e11 52.661334
e3 e12 56.298553
e3 e13 54.898095
e3 e14 38.172679
e3 e15 21.054598
e3 e16 28.092124
e3 e17 69.897406
e3 e18 45.601092
e3 e19 34.687913
e3 e20 26.928007
e3 e21 3.342763
e3 e22 78.550566
e3 e23 55.835675
e3 e24 9.178326
e3 e25 81.958880
e3 e26 46.889123
e3 e27 41.119302
e3 e28 52.432205
e3 e29 65.873776
e3 e30 79.230888
e3 e31 31.795170
e3 e32 56.323170
e3 e33 25.572037
e3 e34 71.829491
e3 e35 24.104775
e3 e36 13.985629
e3 e37 5.141308
e3 e38 52.889460
e3 e39 27.045590
e3 e40 77.804342
e3 e41 60.856203
e3 e42 10.081231
e3 e43 70.926449
e3 e44 79.765565
e3 e45 25.596571
e3 e46 9.845197
e3 e47 51.862810
e3 e48 84.464827
e3 e49 61.035717
e3 e50 64.614392
e3 e51 73.016122
e3 e52 44.314046
e3 e53 46.729923
e3 e54 23.354170
e3 e55 41.231597
e3 e56 70.274526
e3 e57 80.480918
e3 e58 59.762122
e3 e59 41.688320
e3 e60 37.639545
e3 e61 15.332235
e3 e62 78.477345
e3 e63 81.923758
e3 e64 49.175900
e3 e65 66.235003
e3 e66 67.150370
e3 e67 33.783268
e3 e68 34.524231
e3 e69 20.750486
e3 e70 77.925672
e3 e71 85.922722
e3 e72 62.525610
e3 e73 66.733930
e3 e74 56.639990
e3 e75 77.215824
e3 e76 39.754019
e3 e77 65.530131
e3 e78 4.839908
e3 e79 76.849396
e3 e80 74.250234
e3 e81 22.033535
e3 e82 63.952920
e3 e83 65.870095
e3 e84 74.286947
e3 e85 21.029079
e3 e86 47.909004
e3 e87 71.887598
e3 e88 76.173940
e3 e89 66.604574
e3 e90 74.814225
e3 e91 77.082962
e3 e92 13.353449
e3 e93 24.615403
e3 e94 46.854566
e3 e95 74.548933
e3 e96 48.375328
e3 e97 74.929944
e3 e98 79.827797
e3 e99 15.640326
e3 e100 27.354441
e3 e101 81.510600
e3 e102 71.857991
e3 e103 45.519148
e3 e104 84.696564
e3 e105 16.344917
e3 e106 15.418834
e3 e107 29.696062
e3 e108 64.013023
e3 e109 99.599131
e3 e110 70.932763
e3 e111 77.237511
e3 e112 83.694574
e3 e113 40.157577
e3 e114 56.507838
e3 e115 82.262762
e3 e116 44.867325
e3 e117 55.789398
e3 e118 85.502539
e3 e119 65.672005
e3 e120 82.067079
e3 e121 62.900136
e3 e122 16.688846
e3 e123 9.186496
e3 e124 49.320971
e3 e125 93.819567
e3 e126 42.821806
e3 e127 32.478410
e3 e128 70.282479
e3 e129 72.929761
e3 e130 15.310348
e3 e131 48.395181
e3 e132 35.398483
e3 e133 54.973596
e3 e134 16.183260
e3 e135 37.517896
e3 e136 51.543112
e3 e137 80.205012
e3 e138 48.041295
e3 e139 54.518691
e3 e140 67.160044
e3 e141 23.845615
e3 e142 67.749552
e3 e143 18.842273
e3 e144 31.226936
e3 e145 6.985843
e3 e146 95.811336
e3 e147 54.546358
e3 e148 30.059456
e3 e149 26.351658
e3 e150 75.228773
e3 e151 26.675640
e3 e152 32.706903
e3 e153 47.601032
e3 e154 17.159034
e3 e155 25.897864
e3 e156 43.593556
e3 e157 21.388821
e3 e158 37.529669
e3 e159 35.072296
e3 e160 82.099420
e3 e161 19.997362
e3 e162 72.084391
e3 e163 76.252912
e3 e164 34.273032
e3 e165 17.835655
e3 e166 50.948340
e3 e167 86.154766
e3 e168 57.701378
e3 e169 73.990580
e3 e170 63.510379
e3 e171 96.032952
e3 e172 59.566619
e3 e173 60.591104
e3 e174 32.514066
e3 e175 69.146392
e3 e176 94.938348
e3 e177 62.828397
e3 e178 62.060293
e3 e179 58.922440
e3 e180 22.534799
e3 e181 25.160539
e3 e182 31.281531
e3 e183 24.077690
e3 e184 62.751095
e3 e185 22.266822
e3 e186 41.630020
e3 e187 59.942460
e3 e188 20.442614
e3 e189 69.721242
e3 e190 25.685717
e3 e191 87.843430
e3 e192 99.082853
e3 e193 12.068618
e3 e194 57.468946
e3 e195 40.879539
e3 e196 13.983083
e3 e197 18.258394
e3 e198 45.225822
e3 e199 30.506019
e3 e200 52.145845
e3 e201 85.845670
e3 e202 67.455037
e3 e203 35.352566
e3 e204 65.645484
e3 e205 80.155467
e3 e206 19.432810
e3 e207 24.685271
e3 e208 39.289146
e3 e209 71.886867
e3 e210 55.123718
e3 e211 74.154918
e3 e212 76.760147
e3 e213 72.077157
e3 e214 47.020163
e3 e215 24.177731
e3 e216 63.857751
e3 e217 49.916761
e3 e218 94.980325
e3 e219 53.475408
e3 e220 50.912665
e3 e221 15.733207
e3 e222 24.249836
e3 e223 82.126087
e3 e224 40.675884
e3 e225 54.009437
e3 e226 25.006072
e3 e227 72.739853
e3 e228 52.369801
e3 e229 74.175796
e3 e230 53.303769
e3 e231 4.389185
e3 e232 21.395391
e3 e233 75.983118
e3 e234 69.023546
e3 e235 84.014472
e3 e236 22.560654
e3 e237 61.036486
e3 e238 50.257644
e3 e239 64.833218
e3 e240 25.068672
e3 e241 6.494958
e3 e242 17.305784
e3 e243 83.398918
e3 e244 30.093387
e3 e245 75.644067
e3 e246 67.195177
e3 e247 47.447549
e3 e248 81.913788
e3 e249 76.382980
e3 e250 69.445869
e3 e251 33.813200
e3 e252 7.535414
e3 e253 62.100271
e3 e254 25.536264
e3 e255 38.395952
e3 e256 67.121549
e3 e257 55.328577
e3 e258 55.668379
e3 e259 78.977434
e3 e260 25.267480
e3 e261 79.393681
e3 e262 80.227665
e3 e263 66.009550
e3 e264 27.100832
e3 e265 49.250824
e3 e266 56.107630
e3 e267 39.327525
e3 e268 55.010010
e3 e269 38.602856
e3 e270 80.648519
e3 e271 27.681539
e3 e272 37.745753
e3 e273 6.016598
e3 e274 6.919933
e3 e275 105.174495
e3 e276 26.631604
e3 e277 20.802209
e3 e278 19.664114
